Item_set,Sentence,Condition,Correct,Group
101,Ich werde auf jeden Fall zur Party kommen.,filler,gram,B
101,Ich werde auf jeden Fall zur Party kommen.,filler,gram,C
101,Ich werde auf jeden Fall zur Party kommen.,filler,gram,D
101,Ich werde auf jeden Fall zur Party kommen.,filler,gram,E
101,Ich werde auf jeden Fall zur Party kommen.,filler,gram,F
102,Die Präsidentschaftswahlen finden nächsten Monat statt.,filler,gram,A
102,Die Präsidentschaftswahlen finden nächsten Monat statt.,filler,gram,B
102,Die Präsidentschaftswahlen finden nächsten Monat statt.,filler,gram,C
102,Die Präsidentschaftswahlen finden nächsten Monat statt.,filler,gram,D
102,Die Präsidentschaftswahlen finden nächsten Monat statt.,filler,gram,E
102,Die Präsidentschaftswahlen finden nächsten Monat statt.,filler,gram,F
103,Fast alle Gewerkschaften haben heutzutage nur noch wenige Mitglieder.,filler,gram,A
103,Fast alle Gewerkschaften haben heutzutage nur noch wenige Mitglieder.,filler,gram,B
103,Fast alle Gewerkschaften haben heutzutage nur noch wenige Mitglieder.,filler,gram,C
103,Fast alle Gewerkschaften haben heutzutage nur noch wenige Mitglieder.,filler,gram,D
103,Fast alle Gewerkschaften haben heutzutage nur noch wenige Mitglieder.,filler,gram,E
103,Fast alle Gewerkschaften haben heutzutage nur noch wenige Mitglieder.,filler,gram,F
104,Wir haben keine Zeit für lange Diskussionen.,filler,gram,A
104,Wir haben keine Zeit für lange Diskussionen.,filler,gram,B
104,Wir haben keine Zeit für lange Diskussionen.,filler,gram,C
104,Wir haben keine Zeit für lange Diskussionen.,filler,gram,D
104,Wir haben keine Zeit für lange Diskussionen.,filler,gram,E
104,Wir haben keine Zeit für lange Diskussionen.,filler,gram,F
105,Die Reparaturen sollten ungefähr drei Jahre dauern.,filler,gram,A
105,Die Reparaturen sollten ungefähr drei Jahre dauern.,filler,gram,B
105,Die Reparaturen sollten ungefähr drei Jahre dauern.,filler,gram,C
105,Die Reparaturen sollten ungefähr drei Jahre dauern.,filler,gram,D
105,Die Reparaturen sollten ungefähr drei Jahre dauern.,filler,gram,E
105,Die Reparaturen sollten ungefähr drei Jahre dauern.,filler,gram,F
106,Normalerweise schneit es im Januar.,filler,gram,A
106,Normalerweise schneit es im Januar.,filler,gram,B
106,Normalerweise schneit es im Januar.,filler,gram,C
106,Normalerweise schneit es im Januar.,filler,gram,D
106,Normalerweise schneit es im Januar.,filler,gram,E
106,Normalerweise schneit es im Januar.,filler,gram,F
107,Deine Freunde sind alle immer so unfreundlich.,filler,gram,A
107,Deine Freunde sind alle immer so unfreundlich.,filler,gram,B
107,Deine Freunde sind alle immer so unfreundlich.,filler,gram,C
107,Deine Freunde sind alle immer so unfreundlich.,filler,gram,D
107,Deine Freunde sind alle immer so unfreundlich.,filler,gram,E
107,Deine Freunde sind alle immer so unfreundlich.,filler,gram,F
108,Die Behörden haben weitere Raketenangriffe gemeldet.,filler,gram,A
108,Die Behörden haben weitere Raketenangriffe gemeldet.,filler,gram,B
108,Die Behörden haben weitere Raketenangriffe gemeldet.,filler,gram,C
108,Die Behörden haben weitere Raketenangriffe gemeldet.,filler,gram,D
108,Die Behörden haben weitere Raketenangriffe gemeldet.,filler,gram,E
108,Die Behörden haben weitere Raketenangriffe gemeldet.,filler,gram,F
109,Meine Eltern haben mir zum Geburtstag neue Socken geschenkt.,filler,gram,A
109,Meine Eltern haben mir zum Geburtstag neue Socken geschenkt.,filler,gram,B
109,Meine Eltern haben mir zum Geburtstag neue Socken geschenkt.,filler,gram,C
109,Meine Eltern haben mir zum Geburtstag neue Socken geschenkt.,filler,gram,D
109,Meine Eltern haben mir zum Geburtstag neue Socken geschenkt.,filler,gram,E
109,Meine Eltern haben mir zum Geburtstag neue Socken geschenkt.,filler,gram,F
110,Du solltest dir darüber wirklich Gedanken machen.,filler,gram,A
110,Du solltest dir darüber wirklich Gedanken machen.,filler,gram,B
110,Du solltest dir darüber wirklich Gedanken machen.,filler,gram,C
110,Du solltest dir darüber wirklich Gedanken machen.,filler,gram,D
110,Du solltest dir darüber wirklich Gedanken machen.,filler,gram,E
110,Du solltest dir darüber wirklich Gedanken machen.,filler,gram,F
111,Ich und meine Freundin haben uns schon vor zwei Jahren getrennt.,filler,gram,A
111,Ich und meine Freundin haben uns schon vor zwei Jahren getrennt.,filler,gram,B
111,Ich und meine Freundin haben uns schon vor zwei Jahren getrennt.,filler,gram,C
111,Ich und meine Freundin haben uns schon vor zwei Jahren getrennt.,filler,gram,D
111,Ich und meine Freundin haben uns schon vor zwei Jahren getrennt.,filler,gram,E
111,Ich und meine Freundin haben uns schon vor zwei Jahren getrennt.,filler,gram,F
112,Jungen und Mädchen werden getrennt untergebracht. ,filler,gram,A
112,Jungen und Mädchen werden getrennt untergebracht. ,filler,gram,B
112,Jungen und Mädchen werden getrennt untergebracht. ,filler,gram,C
112,Jungen und Mädchen werden getrennt untergebracht. ,filler,gram,D
112,Jungen und Mädchen werden getrennt untergebracht. ,filler,gram,E
112,Jungen und Mädchen werden getrennt untergebracht. ,filler,gram,F
113,Ich mag sowohl Katzen als auch Hunde.,filler,gram,A
113,Ich mag sowohl Katzen als auch Hunde.,filler,gram,B
113,Ich mag sowohl Katzen als auch Hunde.,filler,gram,C
113,Ich mag sowohl Katzen als auch Hunde.,filler,gram,D
113,Ich mag sowohl Katzen als auch Hunde.,filler,gram,E
113,Ich mag sowohl Katzen als auch Hunde.,filler,gram,F
114,Weder der Anwalt noch die Klägerin hätten damit gerechnet.,filler,gram,A
114,Weder der Anwalt noch die Klägerin hätten damit gerechnet.,filler,gram,B
114,Weder der Anwalt noch die Klägerin hätten damit gerechnet.,filler,gram,C
114,Weder der Anwalt noch die Klägerin hätten damit gerechnet.,filler,gram,D
114,Weder der Anwalt noch die Klägerin hätten damit gerechnet.,filler,gram,E
114,Weder der Anwalt noch die Klägerin hätten damit gerechnet.,filler,gram,F
115,Jeder Arbeitnehmer und jede Arbeitnehmerin hat Anspruch auf Elternzeit.,filler,gram,A
115,Jeder Arbeitnehmer und jede Arbeitnehmerin hat Anspruch auf Elternzeit.,filler,gram,B
115,Jeder Arbeitnehmer und jede Arbeitnehmerin hat Anspruch auf Elternzeit.,filler,gram,C
115,Jeder Arbeitnehmer und jede Arbeitnehmerin hat Anspruch auf Elternzeit.,filler,gram,D
115,Jeder Arbeitnehmer und jede Arbeitnehmerin hat Anspruch auf Elternzeit.,filler,gram,E
115,Jeder Arbeitnehmer und jede Arbeitnehmerin hat Anspruch auf Elternzeit.,filler,gram,F
116,Du und ich sollten einmal zusammen ans Meer fahren.,filler,gram,A
116,Du und ich sollten einmal zusammen ans Meer fahren.,filler,gram,B
116,Du und ich sollten einmal zusammen ans Meer fahren.,filler,gram,C
116,Du und ich sollten einmal zusammen ans Meer fahren.,filler,gram,D
116,Du und ich sollten einmal zusammen ans Meer fahren.,filler,gram,E
116,Du und ich sollten einmal zusammen ans Meer fahren.,filler,gram,F
117,Die Unterlagen müssen fünf Jahre lang aufbewahrt werden.,filler,gram,A
117,Die Unterlagen müssen fünf Jahre lang aufbewahrt werden.,filler,gram,B
117,Die Unterlagen müssen fünf Jahre lang aufbewahrt werden.,filler,gram,C
117,Die Unterlagen müssen fünf Jahre lang aufbewahrt werden.,filler,gram,D
117,Die Unterlagen müssen fünf Jahre lang aufbewahrt werden.,filler,gram,E
117,Die Unterlagen müssen fünf Jahre lang aufbewahrt werden.,filler,gram,F
118,Man sollte seine Steuererklärung nicht zu lange aufschieben.,filler,gram,A
118,Man sollte seine Steuererklärung nicht zu lange aufschieben.,filler,gram,B
118,Man sollte seine Steuererklärung nicht zu lange aufschieben.,filler,gram,C
118,Man sollte seine Steuererklärung nicht zu lange aufschieben.,filler,gram,D
118,Man sollte seine Steuererklärung nicht zu lange aufschieben.,filler,gram,E
118,Man sollte seine Steuererklärung nicht zu lange aufschieben.,filler,gram,F
119,Auf einmal wurde ich von einem mir unbekannten älteren Herrn angesprochen.,filler,gram,A
119,Auf einmal wurde ich von einem mir unbekannten älteren Herrn angesprochen.,filler,gram,B
119,Auf einmal wurde ich von einem mir unbekannten älteren Herrn angesprochen.,filler,gram,C
119,Auf einmal wurde ich von einem mir unbekannten älteren Herrn angesprochen.,filler,gram,D
119,Auf einmal wurde ich von einem mir unbekannten älteren Herrn angesprochen.,filler,gram,E
119,Auf einmal wurde ich von einem mir unbekannten älteren Herrn angesprochen.,filler,gram,F
120,Schonungslos schilderte sie den Zuhörern ihre Erlebnisse.,filler,gram,A
120,Schonungslos schilderte sie den Zuhörern ihre Erlebnisse.,filler,gram,B
120,Schonungslos schilderte sie den Zuhörern ihre Erlebnisse.,filler,gram,C
120,Schonungslos schilderte sie den Zuhörern ihre Erlebnisse.,filler,gram,D
120,Schonungslos schilderte sie den Zuhörern ihre Erlebnisse.,filler,gram,E
120,Schonungslos schilderte sie den Zuhörern ihre Erlebnisse.,filler,gram,F
121,Notgedrungen trat die Armee den Rückzug an.,filler,gram,A
121,Notgedrungen trat die Armee den Rückzug an.,filler,gram,B
121,Notgedrungen trat die Armee den Rückzug an.,filler,gram,C
121,Notgedrungen trat die Armee den Rückzug an.,filler,gram,D
121,Notgedrungen trat die Armee den Rückzug an.,filler,gram,E
121,Notgedrungen trat die Armee den Rückzug an.,filler,gram,F
122,Die Schließung seines Geschäfts ist schwierig für ihn.,filler,gram,A
122,Die Schließung seines Geschäfts ist schwierig für ihn.,filler,gram,B
122,Die Schließung seines Geschäfts ist schwierig für ihn.,filler,gram,C
122,Die Schließung seines Geschäfts ist schwierig für ihn.,filler,gram,D
122,Die Schließung seines Geschäfts ist schwierig für ihn.,filler,gram,E
122,Die Schließung seines Geschäfts ist schwierig für ihn.,filler,gram,F
123,Nach drei Jahren hat Lene zum ersten Mal wieder von sich hören lassen.,filler,gram,A
123,Nach drei Jahren hat Lene zum ersten Mal wieder von sich hören lassen.,filler,gram,B
123,Nach drei Jahren hat Lene zum ersten Mal wieder von sich hören lassen.,filler,gram,C
123,Nach drei Jahren hat Lene zum ersten Mal wieder von sich hören lassen.,filler,gram,D
123,Nach drei Jahren hat Lene zum ersten Mal wieder von sich hören lassen.,filler,gram,E
123,Nach drei Jahren hat Lene zum ersten Mal wieder von sich hören lassen.,filler,gram,F
124,Der junge Bezirksstaatsanwalt wollte die deutsche Strafjustiz gerechter machen.,filler,gram,A
124,Der junge Bezirksstaatsanwalt wollte die deutsche Strafjustiz gerechter machen.,filler,gram,B
124,Der junge Bezirksstaatsanwalt wollte die deutsche Strafjustiz gerechter machen.,filler,gram,C
124,Der junge Bezirksstaatsanwalt wollte die deutsche Strafjustiz gerechter machen.,filler,gram,D
124,Der junge Bezirksstaatsanwalt wollte die deutsche Strafjustiz gerechter machen.,filler,gram,E
124,Der junge Bezirksstaatsanwalt wollte die deutsche Strafjustiz gerechter machen.,filler,gram,F
125,"Die Geschichte mag erstaunlich klingen, ist aber wahr.",filler,gram,A
125,"Die Geschichte mag erstaunlich klingen, ist aber wahr.",filler,gram,B
125,"Die Geschichte mag erstaunlich klingen, ist aber wahr.",filler,gram,C
125,"Die Geschichte mag erstaunlich klingen, ist aber wahr.",filler,gram,D
125,"Die Geschichte mag erstaunlich klingen, ist aber wahr.",filler,gram,E
125,"Die Geschichte mag erstaunlich klingen, ist aber wahr.",filler,gram,F
126,Trotz der langen Wartezeiten ist immer alles ausgebucht.,filler,gram,A
126,Trotz der langen Wartezeiten ist immer alles ausgebucht.,filler,gram,B
126,Trotz der langen Wartezeiten ist immer alles ausgebucht.,filler,gram,C
126,Trotz der langen Wartezeiten ist immer alles ausgebucht.,filler,gram,D
126,Trotz der langen Wartezeiten ist immer alles ausgebucht.,filler,gram,E
126,Trotz der langen Wartezeiten ist immer alles ausgebucht.,filler,gram,F
127,Thea war sich ihrer Sache sicher.,filler,gram,A
127,Thea war sich ihrer Sache sicher.,filler,gram,B
127,Thea war sich ihrer Sache sicher.,filler,gram,C
127,Thea war sich ihrer Sache sicher.,filler,gram,D
127,Thea war sich ihrer Sache sicher.,filler,gram,E
127,Thea war sich ihrer Sache sicher.,filler,gram,F
128,Nadine soll sich darüber ziemlich geärgert haben.,filler,gram,A
128,Nadine soll sich darüber ziemlich geärgert haben.,filler,gram,B
128,Nadine soll sich darüber ziemlich geärgert haben.,filler,gram,C
128,Nadine soll sich darüber ziemlich geärgert haben.,filler,gram,D
128,Nadine soll sich darüber ziemlich geärgert haben.,filler,gram,E
128,Nadine soll sich darüber ziemlich geärgert haben.,filler,gram,F
129,Aus Hygienegründen werden die Plastiküberzüge jeden Tag ausgewechselt.,filler,gram,A
129,Aus Hygienegründen werden die Plastiküberzüge jeden Tag ausgewechselt.,filler,gram,B
129,Aus Hygienegründen werden die Plastiküberzüge jeden Tag ausgewechselt.,filler,gram,C
129,Aus Hygienegründen werden die Plastiküberzüge jeden Tag ausgewechselt.,filler,gram,D
129,Aus Hygienegründen werden die Plastiküberzüge jeden Tag ausgewechselt.,filler,gram,E
129,Aus Hygienegründen werden die Plastiküberzüge jeden Tag ausgewechselt.,filler,gram,F
130,Das alte Rathaus wurde rundherum restauriert.,filler,gram,A
130,Das alte Rathaus wurde rundherum restauriert.,filler,gram,B
130,Das alte Rathaus wurde rundherum restauriert.,filler,gram,C
130,Das alte Rathaus wurde rundherum restauriert.,filler,gram,D
130,Das alte Rathaus wurde rundherum restauriert.,filler,gram,E
130,Das alte Rathaus wurde rundherum restauriert.,filler,gram,F
131,"Karlos vermutete, dass Sarah ihm nicht die ganze Wahrheit gesagt hatte.",filler,gram,A
131,"Karlos vermutete, dass Sarah ihm nicht die ganze Wahrheit gesagt hatte.",filler,gram,B
131,"Karlos vermutete, dass Sarah ihm nicht die ganze Wahrheit gesagt hatte.",filler,gram,C
131,"Karlos vermutete, dass Sarah ihm nicht die ganze Wahrheit gesagt hatte.",filler,gram,D
131,"Karlos vermutete, dass Sarah ihm nicht die ganze Wahrheit gesagt hatte.",filler,gram,E
131,"Karlos vermutete, dass Sarah ihm nicht die ganze Wahrheit gesagt hatte.",filler,gram,F
132,"Andrea hat geantwortet, dass mich das alles nichts angehe. ",filler,gram,A
132,"Andrea hat geantwortet, dass mich das alles nichts angehe. ",filler,gram,B
132,"Andrea hat geantwortet, dass mich das alles nichts angehe. ",filler,gram,C
132,"Andrea hat geantwortet, dass mich das alles nichts angehe. ",filler,gram,D
132,"Andrea hat geantwortet, dass mich das alles nichts angehe. ",filler,gram,E
132,"Andrea hat geantwortet, dass mich das alles nichts angehe. ",filler,gram,F
133,"Rudolf behauptet, dass er die Dokumente korrekt abhgeheftet habe.",filler,gram,A
133,"Rudolf behauptet, dass er die Dokumente korrekt abhgeheftet habe.",filler,gram,B
133,"Rudolf behauptet, dass er die Dokumente korrekt abhgeheftet habe.",filler,gram,C
133,"Rudolf behauptet, dass er die Dokumente korrekt abhgeheftet habe.",filler,gram,D
133,"Rudolf behauptet, dass er die Dokumente korrekt abhgeheftet habe.",filler,gram,E
133,"Rudolf behauptet, dass er die Dokumente korrekt abhgeheftet habe.",filler,gram,F
134,Das Konzert war ein riesiger Erfolg.,filler,gram,A
134,Das Konzert war ein riesiger Erfolg.,filler,gram,B
134,Das Konzert war ein riesiger Erfolg.,filler,gram,C
134,Das Konzert war ein riesiger Erfolg.,filler,gram,D
134,Das Konzert war ein riesiger Erfolg.,filler,gram,E
134,Das Konzert war ein riesiger Erfolg.,filler,gram,F
135,Der Gewinn steigt proportional zu den Werbekosten.,filler,gram,A
135,Der Gewinn steigt proportional zu den Werbekosten.,filler,gram,B
135,Der Gewinn steigt proportional zu den Werbekosten.,filler,gram,C
135,Der Gewinn steigt proportional zu den Werbekosten.,filler,gram,D
135,Der Gewinn steigt proportional zu den Werbekosten.,filler,gram,E
135,Der Gewinn steigt proportional zu den Werbekosten.,filler,gram,F
136,"Als Photosynthese bezeichnet man den Prozess, durch den Pflanzen Nährstoffe gewinnen.",filler,gram,A
136,"Als Photosynthese bezeichnet man den Prozess, durch den Pflanzen Nährstoffe gewinnen.",filler,gram,B
136,"Als Photosynthese bezeichnet man den Prozess, durch den Pflanzen Nährstoffe gewinnen.",filler,gram,C
136,"Als Photosynthese bezeichnet man den Prozess, durch den Pflanzen Nährstoffe gewinnen.",filler,gram,D
136,"Als Photosynthese bezeichnet man den Prozess, durch den Pflanzen Nährstoffe gewinnen.",filler,gram,E
136,"Als Photosynthese bezeichnet man den Prozess, durch den Pflanzen Nährstoffe gewinnen.",filler,gram,F
137,Ein Anstieg des Meeresspiegels ist seit Mitte des 19. Jahrhunderts zu beobachten.,filler,gram,A
137,Ein Anstieg des Meeresspiegels ist seit Mitte des 19. Jahrhunderts zu beobachten.,filler,gram,B
137,Ein Anstieg des Meeresspiegels ist seit Mitte des 19. Jahrhunderts zu beobachten.,filler,gram,C
137,Ein Anstieg des Meeresspiegels ist seit Mitte des 19. Jahrhunderts zu beobachten.,filler,gram,D
137,Ein Anstieg des Meeresspiegels ist seit Mitte des 19. Jahrhunderts zu beobachten.,filler,gram,E
137,Ein Anstieg des Meeresspiegels ist seit Mitte des 19. Jahrhunderts zu beobachten.,filler,gram,F
138,Nora will bestimmt mitspielen.,filler,gram,A
138,Nora will bestimmt mitspielen.,filler,gram,B
138,Nora will bestimmt mitspielen.,filler,gram,C
138,Nora will bestimmt mitspielen.,filler,gram,D
138,Nora will bestimmt mitspielen.,filler,gram,E
138,Nora will bestimmt mitspielen.,filler,gram,F
139,Nächstes Jahr wird hoffentlich alles anders.,filler,gram,A
139,Nächstes Jahr wird hoffentlich alles anders.,filler,gram,B
139,Nächstes Jahr wird hoffentlich alles anders.,filler,gram,C
139,Nächstes Jahr wird hoffentlich alles anders.,filler,gram,D
139,Nächstes Jahr wird hoffentlich alles anders.,filler,gram,E
139,Nächstes Jahr wird hoffentlich alles anders.,filler,gram,F
140,Vor jedem Auftritt war Horst nervös.,filler,gram,A
140,Vor jedem Auftritt war Horst nervös.,filler,gram,B
140,Vor jedem Auftritt war Horst nervös.,filler,gram,C
140,Vor jedem Auftritt war Horst nervös.,filler,gram,D
140,Vor jedem Auftritt war Horst nervös.,filler,gram,E
140,Vor jedem Auftritt war Horst nervös.,filler,gram,F
141,Das Datum zu ändern sie immer vergaß.,filler,medium,A
141,Das Datum zu ändern sie immer vergaß.,filler,medium,B
141,Das Datum zu ändern sie immer vergaß.,filler,medium,C
141,Das Datum zu ändern sie immer vergaß.,filler,medium,D
141,Das Datum zu ändern sie immer vergaß.,filler,medium,E
141,Das Datum zu ändern sie immer vergaß.,filler,medium,F
142,Beschreibungen vom Tatort waren nicht unvollständig.,filler,medium,A
142,Beschreibungen vom Tatort waren nicht unvollständig.,filler,medium,B
142,Beschreibungen vom Tatort waren nicht unvollständig.,filler,medium,C
142,Beschreibungen vom Tatort waren nicht unvollständig.,filler,medium,D
142,Beschreibungen vom Tatort waren nicht unvollständig.,filler,medium,E
142,Beschreibungen vom Tatort waren nicht unvollständig.,filler,medium,F
143,So eine Kampagne gegen sich sollte ihm Sorgen machen.,filler,medium,A
143,So eine Kampagne gegen sich sollte ihm Sorgen machen.,filler,medium,B
143,So eine Kampagne gegen sich sollte ihm Sorgen machen.,filler,medium,C
143,So eine Kampagne gegen sich sollte ihm Sorgen machen.,filler,medium,D
143,So eine Kampagne gegen sich sollte ihm Sorgen machen.,filler,medium,E
143,So eine Kampagne gegen sich sollte ihm Sorgen machen.,filler,medium,F
144,Keine bessere Idee hatte er auch.,filler,medium,A
144,Keine bessere Idee hatte er auch.,filler,medium,B
144,Keine bessere Idee hatte er auch.,filler,medium,C
144,Keine bessere Idee hatte er auch.,filler,medium,D
144,Keine bessere Idee hatte er auch.,filler,medium,E
144,Keine bessere Idee hatte er auch.,filler,medium,F
145,Der Schiffsverkehr lag drei Tage gelähmt.,filler,medium,A
145,Der Schiffsverkehr lag drei Tage gelähmt.,filler,medium,B
145,Der Schiffsverkehr lag drei Tage gelähmt.,filler,medium,C
145,Der Schiffsverkehr lag drei Tage gelähmt.,filler,medium,D
145,Der Schiffsverkehr lag drei Tage gelähmt.,filler,medium,E
145,Der Schiffsverkehr lag drei Tage gelähmt.,filler,medium,F
146,Die Uhren werden umgestellt jedes Jahr im März und Oktober.,filler,medium,A
146,Die Uhren werden umgestellt jedes Jahr im März und Oktober.,filler,medium,B
146,Die Uhren werden umgestellt jedes Jahr im März und Oktober.,filler,medium,C
146,Die Uhren werden umgestellt jedes Jahr im März und Oktober.,filler,medium,D
146,Die Uhren werden umgestellt jedes Jahr im März und Oktober.,filler,medium,E
146,Die Uhren werden umgestellt jedes Jahr im März und Oktober.,filler,medium,F
147,Der Minister hat zur Wiederwahl von sich aufgerufen.,filler,medium,A
147,Der Minister hat zur Wiederwahl von sich aufgerufen.,filler,medium,B
147,Der Minister hat zur Wiederwahl von sich aufgerufen.,filler,medium,C
147,Der Minister hat zur Wiederwahl von sich aufgerufen.,filler,medium,D
147,Der Minister hat zur Wiederwahl von sich aufgerufen.,filler,medium,E
147,Der Minister hat zur Wiederwahl von sich aufgerufen.,filler,medium,F
148,Ein Buch würde sie am liebsten schreiben über die Geschichte Norditaliens.,filler,medium,A
148,Ein Buch würde sie am liebsten schreiben über die Geschichte Norditaliens.,filler,medium,B
148,Ein Buch würde sie am liebsten schreiben über die Geschichte Norditaliens.,filler,medium,C
148,Ein Buch würde sie am liebsten schreiben über die Geschichte Norditaliens.,filler,medium,D
148,Ein Buch würde sie am liebsten schreiben über die Geschichte Norditaliens.,filler,medium,E
148,Ein Buch würde sie am liebsten schreiben über die Geschichte Norditaliens.,filler,medium,F
149,Genauere Daten müssen noch ermittelt werden zur Verbreitung der Krankheit.,filler,medium,A
149,Genauere Daten müssen noch ermittelt werden zur Verbreitung der Krankheit.,filler,medium,B
149,Genauere Daten müssen noch ermittelt werden zur Verbreitung der Krankheit.,filler,medium,C
149,Genauere Daten müssen noch ermittelt werden zur Verbreitung der Krankheit.,filler,medium,D
149,Genauere Daten müssen noch ermittelt werden zur Verbreitung der Krankheit.,filler,medium,E
149,Genauere Daten müssen noch ermittelt werden zur Verbreitung der Krankheit.,filler,medium,F
150,Das Ferienhaus ist wirklich traumerfüllend.,filler,medium,A
150,Das Ferienhaus ist wirklich traumerfüllend.,filler,medium,B
150,Das Ferienhaus ist wirklich traumerfüllend.,filler,medium,C
150,Das Ferienhaus ist wirklich traumerfüllend.,filler,medium,D
150,Das Ferienhaus ist wirklich traumerfüllend.,filler,medium,E
150,Das Ferienhaus ist wirklich traumerfüllend.,filler,medium,F
151,Sowohl Eltern als auch Kinder profitieren durch gesunde Ernährung.,filler,medium,A
151,Sowohl Eltern als auch Kinder profitieren durch gesunde Ernährung.,filler,medium,B
151,Sowohl Eltern als auch Kinder profitieren durch gesunde Ernährung.,filler,medium,C
151,Sowohl Eltern als auch Kinder profitieren durch gesunde Ernährung.,filler,medium,D
151,Sowohl Eltern als auch Kinder profitieren durch gesunde Ernährung.,filler,medium,E
151,Sowohl Eltern als auch Kinder profitieren durch gesunde Ernährung.,filler,medium,F
152,Für Auto- und Radfahrer lohnt sich beide eine gute Versicherung.,filler,medium,A
152,Für Auto- und Radfahrer lohnt sich beide eine gute Versicherung.,filler,medium,B
152,Für Auto- und Radfahrer lohnt sich beide eine gute Versicherung.,filler,medium,C
152,Für Auto- und Radfahrer lohnt sich beide eine gute Versicherung.,filler,medium,D
152,Für Auto- und Radfahrer lohnt sich beide eine gute Versicherung.,filler,medium,E
152,Für Auto- und Radfahrer lohnt sich beide eine gute Versicherung.,filler,medium,F
153,Tiere und Pflanzen fühlen sich in der Sonne besonders wohlig.,filler,medium,A
153,Tiere und Pflanzen fühlen sich in der Sonne besonders wohlig.,filler,medium,B
153,Tiere und Pflanzen fühlen sich in der Sonne besonders wohlig.,filler,medium,C
153,Tiere und Pflanzen fühlen sich in der Sonne besonders wohlig.,filler,medium,D
153,Tiere und Pflanzen fühlen sich in der Sonne besonders wohlig.,filler,medium,E
153,Tiere und Pflanzen fühlen sich in der Sonne besonders wohlig.,filler,medium,F
154,Eine neue Matratze bräuchte ich und bessere Vorhänge.,filler,medium,A
154,Eine neue Matratze bräuchte ich und bessere Vorhänge.,filler,medium,B
154,Eine neue Matratze bräuchte ich und bessere Vorhänge.,filler,medium,C
154,Eine neue Matratze bräuchte ich und bessere Vorhänge.,filler,medium,D
154,Eine neue Matratze bräuchte ich und bessere Vorhänge.,filler,medium,E
154,Eine neue Matratze bräuchte ich und bessere Vorhänge.,filler,medium,F
155,Der Tisch und die Stühle ist beides aus Eiche.,filler,medium,A
155,Der Tisch und die Stühle ist beides aus Eiche.,filler,medium,B
155,Der Tisch und die Stühle ist beides aus Eiche.,filler,medium,C
155,Der Tisch und die Stühle ist beides aus Eiche.,filler,medium,D
155,Der Tisch und die Stühle ist beides aus Eiche.,filler,medium,E
155,Der Tisch und die Stühle ist beides aus Eiche.,filler,medium,F
156,Du warst doch schon immer neidisch auf mich selbst.,filler,medium,A
156,Du warst doch schon immer neidisch auf mich selbst.,filler,medium,B
156,Du warst doch schon immer neidisch auf mich selbst.,filler,medium,C
156,Du warst doch schon immer neidisch auf mich selbst.,filler,medium,D
156,Du warst doch schon immer neidisch auf mich selbst.,filler,medium,E
156,Du warst doch schon immer neidisch auf mich selbst.,filler,medium,F
157,Ich habe die Kinder früher ins Bett schicken gemusst.,filler,medium,A
157,Ich habe die Kinder früher ins Bett schicken gemusst.,filler,medium,B
157,Ich habe die Kinder früher ins Bett schicken gemusst.,filler,medium,C
157,Ich habe die Kinder früher ins Bett schicken gemusst.,filler,medium,D
157,Ich habe die Kinder früher ins Bett schicken gemusst.,filler,medium,E
157,Ich habe die Kinder früher ins Bett schicken gemusst.,filler,medium,F
158,Mathe hatte er noch nie gekonnt. ,filler,medium,A
158,Mathe hatte er noch nie gekonnt. ,filler,medium,B
158,Mathe hatte er noch nie gekonnt. ,filler,medium,C
158,Mathe hatte er noch nie gekonnt. ,filler,medium,D
158,Mathe hatte er noch nie gekonnt. ,filler,medium,E
158,Mathe hatte er noch nie gekonnt. ,filler,medium,F
159,Kein Stück weit hatte Martha das gewollt.,filler,medium,A
159,Kein Stück weit hatte Martha das gewollt.,filler,medium,B
159,Kein Stück weit hatte Martha das gewollt.,filler,medium,C
159,Kein Stück weit hatte Martha das gewollt.,filler,medium,D
159,Kein Stück weit hatte Martha das gewollt.,filler,medium,E
159,Kein Stück weit hatte Martha das gewollt.,filler,medium,F
160,Eine gute Tasse Kaffee macht mich mehr wach. ,filler,medium,A
160,Eine gute Tasse Kaffee macht mich mehr wach. ,filler,medium,B
160,Eine gute Tasse Kaffee macht mich mehr wach. ,filler,medium,C
160,Eine gute Tasse Kaffee macht mich mehr wach. ,filler,medium,D
160,Eine gute Tasse Kaffee macht mich mehr wach. ,filler,medium,E
160,Eine gute Tasse Kaffee macht mich mehr wach. ,filler,medium,F
161,Herr Neumann konnte nicht mehr Tomatensuppe sehen.,filler,medium,A
161,Herr Neumann konnte nicht mehr Tomatensuppe sehen.,filler,medium,B
161,Herr Neumann konnte nicht mehr Tomatensuppe sehen.,filler,medium,C
161,Herr Neumann konnte nicht mehr Tomatensuppe sehen.,filler,medium,D
161,Herr Neumann konnte nicht mehr Tomatensuppe sehen.,filler,medium,E
161,Herr Neumann konnte nicht mehr Tomatensuppe sehen.,filler,medium,F
162,"Norbert stand im Ruf, immer pünktlich alles zu erledigen.",filler,medium,A
162,"Norbert stand im Ruf, immer pünktlich alles zu erledigen.",filler,medium,B
162,"Norbert stand im Ruf, immer pünktlich alles zu erledigen.",filler,medium,C
162,"Norbert stand im Ruf, immer pünktlich alles zu erledigen.",filler,medium,D
162,"Norbert stand im Ruf, immer pünktlich alles zu erledigen.",filler,medium,E
