Item_set,Sentence,Condition,Correct,Group
133,Abendessen nach dem sie immer spazieren ging. ,filler,ungram,E
133,Abendessen nach dem sie immer spazieren ging. ,filler,ungram,F
134,Das nie vergessen ich dir werde.,filler,ungram,A
134,Das nie vergessen ich dir werde.,filler,ungram,B
134,Das nie vergessen ich dir werde.,filler,ungram,C
134,Das nie vergessen ich dir werde.,filler,ungram,D
134,Das nie vergessen ich dir werde.,filler,ungram,E
134,Das nie vergessen ich dir werde.,filler,ungram,F
135,Ich müsste wieder einmal die Gießen blumen.,filler,ungram,A
135,Ich müsste wieder einmal die Gießen blumen.,filler,ungram,B
135,Ich müsste wieder einmal die Gießen blumen.,filler,ungram,C
135,Ich müsste wieder einmal die Gießen blumen.,filler,ungram,D
135,Ich müsste wieder einmal die Gießen blumen.,filler,ungram,E
135,Ich müsste wieder einmal die Gießen blumen.,filler,ungram,F
136,Die EU die Internet regulieren will angeblich.,filler,ungram,A
136,Die EU die Internet regulieren will angeblich.,filler,ungram,B
136,Die EU die Internet regulieren will angeblich.,filler,ungram,C
136,Die EU die Internet regulieren will angeblich.,filler,ungram,D
136,Die EU die Internet regulieren will angeblich.,filler,ungram,E
136,Die EU die Internet regulieren will angeblich.,filler,ungram,F
137,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,A
137,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,B
137,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,C
137,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,D
137,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,E
137,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,F
138,Der Plan aufging leider nicht ganz. ,filler,ungram,A
138,Der Plan aufging leider nicht ganz. ,filler,ungram,B
138,Der Plan aufging leider nicht ganz. ,filler,ungram,C
138,Der Plan aufging leider nicht ganz. ,filler,ungram,D
138,Der Plan aufging leider nicht ganz. ,filler,ungram,E
138,Der Plan aufging leider nicht ganz. ,filler,ungram,F
139,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,A
139,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,B
139,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,C
139,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,D
139,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,E
139,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,F
140,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,A
140,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,B
140,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,C
140,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,D
140,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,E
140,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,F
141,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,A
141,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,B
141,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,C
141,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,D
141,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,E
141,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,F
142,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,A
142,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,B
142,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,C
142,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,D
142,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,E
142,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,F
143,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,A
143,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,B
143,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,C
143,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,D
143,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,E
143,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,F
144,"Gelesen, aber nicht gefallen, hatte ihm das Buch. ",filler,ungram,A
144,"Gelesen, aber nicht gefallen, hatte ihm das Buch. ",filler,ungram,B
144,"Gelesen, aber nicht gefallen, hatte ihm das Buch. ",filler,ungram,C
144,"Gelesen, aber nicht gefallen, hatte ihm das Buch. ",filler,ungram,D
144,"Gelesen, aber nicht gefallen, hatte ihm das Buch. ",filler,ungram,E
144,"Gelesen, aber nicht gefallen, hatte ihm das Buch. ",filler,ungram,F
145,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,A
145,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,B
145,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,C
145,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,D
145,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,E
145,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,F
